KJ,Kalenderwoche,Endend,Alter,Anzahl_Todesfalle,Erwartung,untGrenze,obeGrenze,Exzess
2010,1,2010-01-10,0-64,193,195,159,231,
2010,2,2010-01-17,0-64,198,195,159,231,
2010,3,2010-01-24,0-64,191,194,158,230,
2010,4,2010-01-31,0-64,207,194,158,229,
2010,5,2010-02-07,0-64,175,193,157,229,
2010,6,2010-02-14,0-64,179,192,157,228,
2010,7,2010-02-21,0-64,218,192,156,227,
2010,8,2010-02-28,0-64,184,191,155,227,
2010,9,2010-03-07,0-64,179,190,155,226,
2010,10,2010-03-14,0-64,221,190,154,225,
2010,11,2010-03-21,0-64,196,189,154,225,
2010,12,2010-03-28,0-64,200,189,153,224,
2010,13,2010-04-04,0-64,162,188,153,223,
2010,14,2010-04-11,0-64,180,187,152,223,
2010,15,2010-04-18,0-64,158,187,152,222,
2010,16,2010-04-25,0-64,226,186,151,221,226
2010,17,2010-05-02,0-64,176,185,150,221,
2010,18,2010-05-09,0-64,161,185,150,220,
2010,19,2010-05-16,0-64,190,184,149,219,
2010,20,2010-05-23,0-64,193,183,149,218,
2010,21,2010-05-30,0-64,191,183,148,218,
2010,22,2010-06-06,0-64,202,182,148,217,
2010,23,2010-06-13,0-64,189,182,147,217,
2010,24,2010-06-20,0-64,192,182,147,217,
2010,25,2010-06-27,0-64,168,182,147,216,
2010,26,2010-07-04,0-64,189,181,147,216,
2010,27,2010-07-11,0-64,187,181,146,216,
2010,28,2010-07-18,0-64,184,181,146,216,
2010,29,2010-07-25,0-64,170,181,146,216,
2010,30,2010-08-01,0-64,177,181,146,216,
2010,31,2010-08-08,0-64,187,181,146,216,
2010,32,2010-08-15,0-64,172,181,147,216,
2010,33,2010-08-22,0-64,171,181,147,216,
2010,34,2010-08-29,0-64,169,182,147,216,
2010,35,2010-09-05,0-64,176,182,147,216,
2010,36,2010-09-12,0-64,197,182,147,217,
2010,37,2010-09-19,0-64,176,182,147,217,
2010,38,2010-09-26,0-64,186,182,147,217,
2010,39,2010-10-03,0-64,185,182,148,217,
2010,40,2010-10-10,0-64,192,183,148,217,
2010,41,2010-10-17,0-64,189,183,148,218,
2010,42,2010-10-24,0-64,183,183,148,218,
2010,43,2010-10-31,0-64,181,183,148,218,
2010,44,2010-11-07,0-64,178,183,148,218,
2010,45,2010-11-14,0-64,169,183,148,218,
2010,46,2010-11-21,0-64,182,183,148,218,
2010,47,2010-11-28,0-64,180,183,148,218,
2010,48,2010-12-05,0-64,185,183,149,218,
2010,49,2010-12-12,0-64,188,184,149,218,
2010,50,2010-12-19,0-64,191,184,149,219,
2010,51,2010-12-26,0-64,209,184,149,219,
2010,52,2011-01-02,0-64,197,184,149,219,
2010,1,2010-01-10,65,1100,1156,1068,1243,
2010,2,2010-01-17,65,1071,1149,1061,1236,
2010,3,2010-01-24,65,1005,1141,1054,1228,
2010,4,2010-01-31,65,1039,1133,1047,1220,
2010,5,2010-02-07,65,1110,1125,1039,1211,
2010,6,2010-02-14,65,1057,1117,1031,1203,
2010,7,2010-02-21,65,1203,1109,1023,1194,1203
2010,8,2010-02-28,65,1131,1095,1010,1180,
2010,9,2010-03-07,65,1119,1082,997,1166,
2010,10,2010-03-14,65,1131,1065,981,1149,
2010,11,2010-03-21,65,1114,1049,965,1132,
2010,12,2010-03-28,65,1048,1033,950,1115,
2010,13,2010-04-04,65,1049,1017,934,1099,
2010,14,2010-04-11,65,970,1002,920,1083,
2010,15,2010-04-18,65,987,988,907,1069,
2010,16,2010-04-25,65,971,975,895,1056,
2010,17,2010-05-02,65,964,965,885,1045,
2010,18,2010-05-09,65,976,954,875,1034,
2010,19,2010-05-16,65,974,947,868,1026,
2010,20,2010-05-23,65,985,939,860,1018,
2010,21,2010-05-30,65,961,934,855,1013,
2010,22,2010-06-06,65,898,930,851,1008,
2010,23,2010-06-13,65,946,926,847,1004,
2010,24,2010-06-20,65,887,922,844,1000,
2010,25,2010-06-27,65,907,919,841,997,
2010,26,2010-07-04,65,956,915,837,993,
2010,27,2010-07-11,65,918,912,835,990,
2010,28,2010-07-18,65,936,910,832,988,
2010,29,2010-07-25,65,870,907,830,985,
2010,30,2010-08-01,65,922,905,827,982,
2010,31,2010-08-08,65,914,902,825,980,
2010,32,2010-08-15,65,911,903,826,981,
2010,33,2010-08-22,65,882,904,827,982,
2010,34,2010-08-29,65,938,909,831,987,
2010,35,2010-09-05,65,938,915,837,993,
2010,36,2010-09-12,65,993,920,842,999,
2010,37,2010-09-19,65,945,927,849,1005,
2010,38,2010-09-26,65,996,934,856,1013,
2010,39,2010-10-03,65,1035,942,863,1021,1035
2010,40,2010-10-10,65,1018,950,871,1029,
2010,41,2010-10-17,65,1060,959,879,1038,1060
2010,42,2010-10-24,65,976,967,887,1048,
2010,43,2010-10-31,65,1036,978,897,1058,
2010,44,2010-11-07,65,1059,988,907,1069,
2010,45,2010-11-14,65,1054,999,918,1081,
2010,46,2010-11-21,65,993,1011,929,1093,
2010,47,2010-11-28,65,1017,1025,943,1108,
2010,48,2010-12-05,65,1030,1041,958,1124,
2010,49,2010-12-12,65,1085,1057,974,1141,
2010,50,2010-12-19,65,1092,1073,989,1158,
2010,51,2010-12-26,65,1060,1089,1004,1174,
2010,52,2011-01-02,65,1122,1105,1019,1190,
2011,1,2011-01-09,0-64,199,193,157,229,
2011,2,2011-01-16,0-64,172,193,157,228,
2011,3,2011-01-23,0-64,213,192,156,228,
2011,4,2011-01-30,0-64,188,191,156,227,
2011,5,2011-02-06,0-64,219,191,155,226,
2011,6,2011-02-13,0-64,188,190,155,226,
2011,7,2011-02-20,0-64,167,190,154,225,
2011,8,2011-02-27,0-64,199,189,154,225,
2011,9,2011-03-06,0-64,196,189,153,224,
2011,10,2011-03-13,0-64,174,188,153,223,
2011,11,2011-03-20,0-64,180,187,152,223,
2011,12,2011-03-27,0-64,165,187,152,222,
2011,13,2011-04-03,0-64,192,186,151,221,
2011,14,2011-04-10,0-64,170,186,151,221,
2011,15,2011-04-17,0-64,173,185,150,220,
2011,16,2011-04-24,0-64,164,184,149,219,
2011,17,2011-05-01,0-64,166,184,149,219,
2011,18,2011-05-08,0-64,180,183,148,218,
2011,19,2011-05-15,0-64,182,182,148,217,
2011,20,2011-05-22,0-64,187,181,147,216,
2011,21,2011-05-29,0-64,175,181,146,215,
2011,22,2011-06-05,0-64,178,180,146,215,
2011,23,2011-06-12,0-64,160,180,145,214,
2011,24,2011-06-19,0-64,170,179,145,214,
2011,25,2011-06-26,0-64,170,179,145,213,
2011,26,2011-07-03,0-64,186,179,144,213,
2011,27,2011-07-10,0-64,172,178,144,213,
2011,28,2011-07-17,0-64,172,178,144,213,
2011,29,2011-07-24,0-64,179,178,144,212,
2011,30,2011-07-31,0-64,157,178,144,212,
2011,31,2011-08-07,0-64,154,178,144,212,
2011,32,2011-08-14,0-64,191,178,144,212,
2011,33,2011-08-21,0-64,182,178,144,212,
2011,34,2011-08-28,0-64,181,178,144,212,
2011,35,2011-09-04,0-64,192,178,144,213,
2011,36,2011-09-11,0-64,181,179,144,213,
2011,37,2011-09-18,0-64,161,179,144,213,
2011,38,2011-09-25,0-64,182,179,145,214,
2011,39,2011-10-02,0-64,179,179,145,214,
2011,40,2011-10-09,0-64,171,180,145,214,
2011,41,2011-10-16,0-64,191,180,145,214,
2011,42,2011-10-23,0-64,177,180,146,215,
2011,43,2011-10-30,0-64,194,180,146,215,
2011,44,2011-11-06,0-64,156,181,146,215,
2011,45,2011-11-13,0-64,177,181,146,215,
2011,46,2011-11-20,0-64,195,181,146,216,
2011,47,2011-11-27,0-64,175,181,147,216,
2011,48,2011-12-04,0-64,168,182,147,216,
2011,49,2011-12-11,0-64,184,182,147,216,
2011,50,2011-12-18,0-64,191,182,147,217,
2011,51,2011-12-25,0-64,197,182,147,217,
2011,52,2012-01-01,0-64,171,182,148,217,
2011,1,2011-01-09,65,1155,1153,1066,1241,
2011,2,2011-01-16,65,1118,1150,1062,1237,
2011,3,2011-01-23,65,1033,1146,1059,1233,
2011,4,2011-01-30,65,1106,1142,1055,1229,
2011,5,2011-02-06,65,1049,1138,1051,1225,
2011,6,2011-02-13,65,1059,1134,1048,1221,
2011,7,2011-02-20,65,1094,1130,1043,1217,
2011,8,2011-02-27,65,1074,1119,1033,1205,
2011,9,2011-03-06,65,1050,1108,1022,1193,
2011,10,2011-03-13,65,1109,1092,1007,1177,
2011,11,2011-03-20,65,1065,1076,991,1160,
2011,12,2011-03-27,65,1017,1057,973,1140,
2011,13,2011-04-03,65,1084,1038,955,1121,
2011,14,2011-04-10,65,1049,1021,939,1104,
2011,15,2011-04-17,65,895,1008,926,1090,
2011,16,2011-04-24,65,1027,995,914,1076,
2011,17,2011-05-01,65,992,985,904,1065,
2011,18,2011-05-08,65,1011,974,894,1055,
2011,19,2011-05-15,65,923,965,885,1045,
2011,20,2011-05-22,65,920,956,877,1036,
2011,21,2011-05-29,65,901,949,870,1029,
2011,22,2011-06-05,65,927,946,867,1025,
2011,23,2011-06-12,65,906,943,864,1022,
2011,24,2011-06-19,65,928,941,862,1020,
2011,25,2011-06-26,65,926,938,859,1016,
2011,26,2011-07-03,65,955,934,855,1013,
2011,27,2011-07-10,65,929,931,853,1010,
2011,28,2011-07-17,65,938,928,849,1006,
2011,29,2011-07-24,65,908,924,846,1002,
2011,30,2011-07-31,65,989,921,842,999,
2011,31,2011-08-07,65,955,917,839,995,
2011,32,2011-08-14,65,892,919,841,997,
2011,33,2011-08-21,65,968,921,843,999,
2011,34,2011-08-28,65,1024,925,847,1003,1024
2011,35,2011-09-04,65,933,931,852,1009,
2011,36,2011-09-11,65,930,936,857,1015,
2011,37,2011-09-18,65,924,943,864,1022,
2011,38,2011-09-25,65,931,951,871,1030,
2011,39,2011-10-02,65,953,958,879,1038,
2011,40,2011-10-09,65,970,966,886,1046,
2011,41,2011-10-16,65,1005,974,893,1054,
2011,42,2011-10-23,65,939,981,900,1062,
2011,43,2011-10-30,65,1060,991,910,1072,
2011,44,2011-11-06,65,1030,1001,919,1082,
2011,45,2011-11-13,65,991,1013,931,1095,
2011,46,2011-11-20,65,1004,1024,942,1107,
2011,47,2011-11-27,65,1048,1039,956,1122,
2011,48,2011-12-04,65,1087,1057,973,1141,
2011,49,2011-12-11,65,1057,1075,990,1159,
2011,50,2011-12-18,65,1090,1092,1007,1177,
2011,51,2011-12-25,65,1084,1109,1023,1195,
2011,52,2012-01-01,65,1065,1126,1040,1213,
2012,1,2012-01-08,0-64,175,188,152,223,
2012,2,2012-01-15,0-64,198,187,152,222,
2012,3,2012-01-22,0-64,163,186,151,222,
2012,4,2012-01-29,0-64,189,186,151,221,
2012,5,2012-02-05,0-64,199,185,150,220,
2012,6,2012-02-12,0-64,218,185,150,220,
2012,7,2012-02-19,0-64,206,184,149,219,
2012,8,2012-02-26,0-64,181,184,149,218,
2012,9,2012-03-04,0-64,198,183,148,218,
2012,10,2012-03-11,0-64,181,182,148,217,
2012,11,2012-03-18,0-64,210,182,147,217,
2012,12,2012-03-25,0-64,180,181,147,216,
2012,13,2012-04-01,0-64,187,181,146,215,
2012,14,2012-04-08,0-64,202,180,146,215,
2012,15,2012-04-15,0-64,182,179,145,214,
2012,16,2012-04-22,0-64,189,179,144,213,
2012,17,2012-04-29,0-64,207,178,144,213,
2012,18,2012-05-06,0-64,167,178,143,212,
2012,19,2012-05-13,0-64,195,177,143,211,
2012,20,2012-05-20,0-64,161,176,142,211,
2012,21,2012-05-27,0-64,175,176,142,210,
2012,22,2012-06-03,0-64,177,175,141,209,
2012,23,2012-06-10,0-64,162,175,141,209,
2012,24,2012-06-17,0-64,183,175,141,209,
2012,25,2012-06-24,0-64,185,174,140,208,
2012,26,2012-07-01,0-64,190,174,140,208,
2012,27,2012-07-08,0-64,194,174,140,208,
2012,28,2012-07-15,0-64,178,174,140,207,
2012,29,2012-07-22,0-64,140,173,140,207,
2012,30,2012-07-29,0-64,185,173,139,207,
2012,31,2012-08-05,0-64,177,173,139,207,
2012,32,2012-08-12,0-64,166,173,139,207,
2012,33,2012-08-19,0-64,169,173,140,207,
2012,34,2012-08-26,0-64,201,173,140,207,
2012,35,2012-09-02,0-64,167,174,140,208,
2012,36,2012-09-09,0-64,172,174,140,208,
2012,37,2012-09-16,0-64,189,174,140,208,
2012,38,2012-09-23,0-64,180,174,140,208,
2012,39,2012-09-30,0-64,176,175,141,209,
2012,40,2012-10-07,0-64,180,175,141,209,
2012,41,2012-10-14,0-64,162,175,141,209,
2012,42,2012-10-21,0-64,149,175,141,209,
2012,43,2012-10-28,0-64,181,176,141,210,
2012,44,2012-11-04,0-64,187,176,142,210,
2012,45,2012-11-11,0-64,190,176,142,210,
2012,46,2012-11-18,0-64,183,177,142,211,
2012,47,2012-11-25,0-64,192,177,143,211,
2012,48,2012-12-02,0-64,143,177,143,211,
2012,49,2012-12-09,0-64,168,177,143,212,
2012,50,2012-12-16,0-64,163,178,143,212,
2012,51,2012-12-23,0-64,178,178,144,212,
2012,52,2012-12-30,0-64,202,178,144,213,
2012,1,2012-01-08,65,1174,1156,1068,1244,
2012,2,2012-01-15,65,1153,1153,1065,1240,
2012,3,2012-01-22,65,1181,1149,1062,1236,
2012,4,2012-01-29,65,1148,1146,1059,1233,
2012,5,2012-02-05,65,1137,1142,1055,1229,
2012,6,2012-02-12,65,1197,1138,1052,1225,
2012,7,2012-02-19,65,1218,1135,1048,1222,
2012,8,2012-02-26,65,1216,1125,1038,1211,1216
2012,9,2012-03-04,65,1209,1115,1029,1201,1209
2012,10,2012-03-11,65,1146,1099,1013,1184,
2012,11,2012-03-18,65,1182,1082,998,1167,1182
2012,12,2012-03-25,65,1048,1062,978,1146,
2012,13,2012-04-01,65,1121,1042,959,1126,
2012,14,2012-04-08,65,1082,1025,943,1108,
2012,15,2012-04-15,65,1092,1010,929,1092,
2012,16,2012-04-22,65,1018,996,914,1077,
2012,17,2012-04-29,65,1088,985,904,1066,1088
2012,18,2012-05-06,65,987,974,894,1054,
2012,19,2012-05-13,65,979,966,886,1046,
2012,20,2012-05-20,65,941,957,878,1037,
2012,21,2012-05-27,65,921,950,871,1030,
2012,22,2012-06-03,65,951,947,868,1026,
2012,23,2012-06-10,65,873,944,865,1023,
2012,24,2012-06-17,65,985,941,862,1020,
2012,25,2012-06-24,65,956,937,858,1016,
2012,26,2012-07-01,65,945,933,854,1012,
2012,27,2012-07-08,65,903,929,850,1007,
2012,28,2012-07-15,65,925,925,847,1003,
2012,29,2012-07-22,65,933,921,843,1000,
2012,30,2012-07-29,65,957,920,842,998,
2012,31,2012-08-05,65,945,918,840,996,
2012,32,2012-08-12,65,858,921,843,999,
2012,33,2012-08-19,65,949,924,845,1002,
2012,34,2012-08-26,65,979,928,850,1007,
2012,35,2012-09-02,65,914,934,855,1012,
2012,36,2012-09-09,65,955,939,860,1018,
2012,37,2012-09-16,65,970,944,865,1023,
2012,38,2012-09-23,65,993,950,871,1030,
2012,39,2012-09-30,65,979,957,877,1036,
2012,40,2012-10-07,65,1057,965,885,1045,1057
2012,41,2012-10-14,65,1018,972,892,1053,
2012,42,2012-10-21,65,993,980,900,1061,
2012,43,2012-10-28,65,1064,991,910,1072,
2012,44,2012-11-04,65,986,1002,920,1083,
2012,45,2012-11-11,65,994,1015,933,1097,
2012,46,2012-11-18,65,1024,1028,945,1111,
2012,47,2012-11-25,65,1073,1043,960,1126,
2012,48,2012-12-02,65,1067,1059,975,1143,
2012,49,2012-12-09,65,1095,1075,991,1160,
2012,50,2012-12-16,65,1103,1091,1006,1176,
2012,51,2012-12-23,65,1094,1107,1021,1193,
2012,52,2012-12-30,65,1140,1123,1036,1209,
2013,1,2013-01-06,0-64,194,185,150,220,
2013,2,2013-01-13,0-64,174,185,150,220,
2013,3,2013-01-20,0-64,204,184,149,219,
2013,4,2013-01-27,0-64,192,184,149,218,
2013,5,2013-02-03,0-64,207,183,148,218,
2013,6,2013-02-10,0-64,195,182,148,217,
2013,7,2013-02-17,0-64,232,182,147,217,232
2013,8,2013-02-24,0-64,193,181,147,216,
2013,9,2013-03-03,0-64,206,181,146,215,
2013,10,2013-03-10,0-64,151,180,146,215,
2013,11,2013-03-17,0-64,192,180,145,214,
2013,12,2013-03-24,0-64,203,179,145,213,
2013,13,2013-03-31,0-64,182,178,144,213,
2013,14,2013-04-07,0-64,185,178,144,212,
2013,15,2013-04-14,0-64,161,177,143,212,
2013,16,2013-04-21,0-64,170,177,142,211,
2013,17,2013-04-28,0-64,191,176,142,210,
2013,18,2013-05-05,0-64,184,175,141,209,
2013,19,2013-05-12,0-64,170,175,141,209,
2013,20,2013-05-19,0-64,173,174,140,208,
2013,21,2013-05-26,0-64,164,173,139,207,
2013,22,2013-06-02,0-64,184,173,139,207,
2013,23,2013-06-09,0-64,153,173,139,207,
2013,24,2013-06-16,0-64,182,172,139,206,
2013,25,2013-06-23,0-64,169,172,138,206,
2013,26,2013-06-30,0-64,191,172,138,205,
2013,27,2013-07-07,0-64,174,171,138,205,
2013,28,2013-07-14,0-64,175,171,138,205,
2013,29,2013-07-21,0-64,161,171,138,205,
2013,30,2013-07-28,0-64,176,171,138,205,
2013,31,2013-08-04,0-64,174,171,137,205,
2013,32,2013-08-11,0-64,174,171,138,205,
2013,33,2013-08-18,0-64,185,171,138,205,
2013,34,2013-08-25,0-64,176,171,138,205,
2013,35,2013-09-01,0-64,188,172,138,206,
2013,36,2013-09-08,0-64,162,172,138,206,
2013,37,2013-09-15,0-64,164,172,139,206,
2013,38,2013-09-22,0-64,168,173,139,206,
2013,39,2013-09-29,0-64,179,173,139,207,
2013,40,2013-10-06,0-64,195,173,139,207,
2013,41,2013-10-13,0-64,165,174,140,208,
2013,42,2013-10-20,0-64,158,174,140,208,
2013,43,2013-10-27,0-64,181,174,140,208,
2013,44,2013-11-03,0-64,166,175,141,209,
2013,45,2013-11-10,0-64,168,175,141,209,
2013,46,2013-11-17,0-64,161,176,141,210,
2013,47,2013-11-24,0-64,179,176,142,210,
2013,48,2013-12-01,0-64,165,176,142,211,
2013,49,2013-12-08,0-64,201,177,143,211,
2013,50,2013-12-15,0-64,180,177,143,211,
2013,51,2013-12-22,0-64,190,178,143,212,
2013,52,2013-12-29,0-64,169,178,144,212,
2013,1,2013-01-06,65,1093,1184,1096,1273,
2013,2,2013-01-13,65,1238,1182,1094,1271,
2013,3,2013-01-20,65,1191,1180,1092,1269,
2013,4,2013-01-27,65,1212,1178,1090,1266,
2013,5,2013-02-03,65,1223,1176,1087,1264,
2013,6,2013-02-10,65,1256,1173,1085,1261,
2013,7,2013-02-17,65,1264,1171,1083,1259,1264
2013,8,2013-02-24,65,1230,1162,1074,1250,
2013,9,2013-03-03,65,1255,1152,1065,1240,1255
2013,10,2013-03-10,65,1305,1136,1049,1222,1305
2013,11,2013-03-17,65,1227,1119,1033,1205,1227
2013,12,2013-03-24,65,1146,1098,1012,1183,
2013,13,2013-03-31,65,1170,1077,992,1161,1170
2013,14,2013-04-07,65,1132,1059,975,1142,
2013,15,2013-04-14,65,1107,1043,960,1126,
2013,16,2013-04-21,65,1043,1028,945,1111,
2013,17,2013-04-28,65,1054,1016,933,1098,
2013,18,2013-05-05,65,968,1003,922,1085,
2013,19,2013-05-12,65,935,992,911,1073,
2013,20,2013-05-19,65,981,981,901,1062,
2013,21,2013-05-26,65,937,971,891,1052,
2013,22,2013-06-02,65,935,966,886,1046,
2013,23,2013-06-09,65,986,961,881,1041,
2013,24,2013-06-16,65,992,958,878,1038,
2013,25,2013-06-23,65,1002,956,876,1035,
2013,26,2013-06-30,65,909,953,874,1033,
2013,27,2013-07-07,65,991,952,872,1031,
2013,28,2013-07-14,65,924,950,870,1029,
2013,29,2013-07-21,65,1012,948,868,1027,
2013,30,2013-07-28,65,1020,947,867,1026,
2013,31,2013-08-04,65,967,946,867,1025,
2013,32,2013-08-11,65,910,948,869,1028,
2013,33,2013-08-18,65,993,951,871,1030,
2013,34,2013-08-25,65,948,955,875,1034,
2013,35,2013-09-01,65,975,960,880,1040,
2013,36,2013-09-08,65,996,965,885,1045,
2013,37,2013-09-15,65,942,970,889,1050,
2013,38,2013-09-22,65,992,975,894,1055,
2013,39,2013-09-29,65,989,980,899,1060,
2013,40,2013-10-06,65,920,987,906,1068,
2013,41,2013-10-13,65,980,995,914,1077,
2013,42,2013-10-20,65,984,1003,922,1085,
2013,43,2013-10-27,65,1024,1015,933,1097,
2013,44,2013-11-03,65,1030,1027,945,1110,
2013,45,2013-11-10,65,1035,1042,959,1125,
2013,46,2013-11-17,65,1007,1057,974,1141,
2013,47,2013-11-24,65,1061,1073,988,1157,
2013,48,2013-12-01,65,1049,1088,1003,1173,
2013,49,2013-12-08,65,1128,1103,1018,1189,
2013,50,2013-12-15,65,1076,1118,1032,1204,
2013,51,2013-12-22,65,1031,1132,1046,1219,
2013,52,2013-12-29,65,1106,1147,1060,1234,
2014,1,2014-01-05,0-64,166,185,150,220,
2014,2,2014-01-12,0-64,160,185,150,220,
2014,3,2014-01-19,0-64,215,184,149,219,
2014,4,2014-01-26,0-64,184,183,148,218,
2014,5,2014-02-02,0-64,149,182,148,217,
2014,6,2014-02-09,0-64,167,182,147,217,
2014,7,2014-02-16,0-64,205,181,146,216,
2014,8,2014-02-23,0-64,191,180,146,215,
2014,9,2014-03-02,0-64,198,180,145,214,
2014,10,2014-03-09,0-64,184,179,145,213,
2014,11,2014-03-16,0-64,178,178,144,213,
2014,12,2014-03-23,0-64,172,178,143,212,
2014,13,2014-03-30,0-64,183,177,143,211,
